url,reviewer,reviewer_avatar,datetime,rating,text,language,id,place_id
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s104311445360330124669!2s0x0:0x228696fa4575f15b?hl=en-US,Dylan Nares,https://lh3.googleusercontent.com/a-/AOh14Gg9DejoVlcdm7pc16sx20w7a-iKR1lCcctkBZc8QA=c0x00000000-cc-rp,2020-02-19T20:47:00Z,5.0,Conocí a amigos Hos A y Hos B aquí.Aprendí un poco de mexicano de ellos.El Cerni Esada es genial.10/10,es,2487841845820125531-1582134470.663,ChIJ21LyB_f_0YURW_F1RfqWhiI
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s109886606000986496685!2s0x0:0xb32053f6b05d7a5?hl=en-US,An C,https://lh3.googleusercontent.com/a-/AOh14GgkGmssBpZzyQf3DbmPI6e4T3ynSx6VMjcXSxvr_A=c0x00000000-cc-rp,2019-07-06T22:34:00Z,5.0,"Best food of yucateca.
, , (Yucatan) !!
Sopa de Lima(Lime soup)/:~
Salbute: Lechuca
Agua de chaya con jugo de piña :",es,806713053189363621-1562441645.584,ChIJ2aMgewj_0YURpdcFaz8FMgs
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s112101165354774551830!2s0x0:0xb32053f6b05d7a5?hl=en-US,Jose del Moral,https://lh3.googleusercontent.com/a-/AOh14GiUWuCqTgvlj10AspvivfoZpYOyGwAXPz3lV2qWeQ=c0x00000000-cc-rp,2019-05-11T17:36:00Z,5.0,"¡Como siempre excelente!Servicio, comida",es,806713053189363621-1557585365.276,ChIJ2aMgewj_0YURpdcFaz8FMgs
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s101258864682466994472!2s0x0:0x83b08e84bc962852?hl=en-US,Ladislas Reventlov,https://lh3.googleusercontent.com/a-/AOh14GhKAIrvJtlemXsQZuqlKNTSXXxY_YKByOJrPhhJJw=c0x00000000-cc-rp,2020-08-31T16:52:00Z,1.0,Nada extraordinario.,es,9489241115620419666-1598881973.822,ChIJ2bbY7Dv-0YURUiiWvISOsIM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s105542977814860903210!2s0x0:0x83b08e84bc962852?hl=en-US,Victor hugo Cabrales clavel,https://lh3.googleusercontent.com/-Ij3L5xACuks/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucn4lXGqd--8rvm5DBRyO0hq8woXiQ/c0x00000000-cc-rp/photo.jpg,2020-08-31T01:46:00Z,5.0,De acuerdo,es,9489241115620419666-1598827569.126,ChIJ2bbY7Dv-0YURUiiWvISOsIM
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s101228801686914521430!2s0x0:0x6fc03d60ea3ec9f2?hl=en-US,Sergio Trejo,https://lh3.googleusercontent.com/a-/AOh14Gi1CuTNvm-Wy_B4jV_3bHqtpALLZE97k-OJcrES=c0x00000000-cc-rp,2020-03-18T09:23:00Z,5.0,"Es un lugar excelente para comer hamburguesas, son deliciosas, en definitiva la Reina de las hamburguesas.",es,8052503620194585074-1584512601.027,ChIJ2YvzBf7_0YUR8sk-6mA9wG8
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s102864932388017898756!2s0x0:0x6fc03d60ea3ec9f2?hl=en-US,Yaret Sarahi Bautista Gonzalez,https://lh3.googleusercontent.com/a-/AOh14GhEZiUXRphokGj7gOjHbAP7GPVLUG9xtdy1XSxu6A=c0x00000000-cc-rp,2020-03-13T07:19:00Z,5.0,Me encanta,es,8052503620194585074-1584073152.058,ChIJ2YvzBf7_0YUR8sk-6mA9wG8
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s117197436700107205087!2s0x0:0xbdd5210fda9888dd?hl=en-US,Angel Covarrubias,https://lh3.googleusercontent.com/a-/AOh14Gij45o_AovW_IYL0cx1ApiQtzoI4iTEn-t4wE95Wg=c0x00000000-cc-rp,2020-07-27T01:24:00Z,5.0,Mmm delicioso,es,13678875795183405277-1595802277.082,ChIJ3xty5nT_0YUR3YiY2g8h1b0
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s101127554645207123078!2s0x0:0x2c6d8bbc0a993987?hl=en-US,Яся Кисель,https://lh3.googleusercontent.com/a-/AOh14GgJBgCqEia8zhwamftgzXh8cJ5yOaug7PDxSx3G_g=c0x00000000-cc-rp,2020-10-07T22:43:00Z,5.0,Me gusta este lugar.Aquí puedes encontrar muchas cosas interesantes.Desde la reparación de la ropa y varios recuerdos hasta la elección de frutas exóticas.,es,3201368549878217095-1602099838.256,ChIJ48KvaD7_0YURhzmZCryLbSw
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s117627627786421136058!2s0x0:0x2c6d8bbc0a993987?hl=en-US,Gabriela Rodriguez,https://lh6.googleusercontent.com/-Wp38aO8qA7w/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclu7ySZ_Dt4buyW8PADBfkLEz4xBA/c0x00000000-cc-rp/photo.jpg,2020-10-05T06:28:00Z,4.0,Súper.,es,3201368549878217095-1601868510.349,ChIJ48KvaD7_0YURhzmZCryLbSw
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s117956297524431457352!2s0x0:0x52913d9e90d29f12?hl=en-US,Magali Rodriguez,https://lh3.googleusercontent.com/a-/AOh14GjeW8HZJ0fVpNAUIz-IyJbMLjumbM7bJ_MOz13vVA=c0x00000000-cc-rp,2019-09-28T00:31:00Z,5.0,fiambres,es,5949604333976985362-1569619886.45,ChIJ4ftOXEH-zYUREp_SkJ49kVI
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s117657437913522367934!2s0x0:0xe9c6a57cb73a0394?hl=en-US,Alex Land,https://lh6.googleusercontent.com/-ZSdU-JrJtyg/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnmOw6XmnLGR5YAqZYpVfg_6BZZBQ/c0x00000000-cc-rp/photo.jpg,2020-09-10T06:36:00Z,5.0,fiambres,es,16845333411294479252-1599709002.718,ChIJ6aAgy3740YURlAM6t3ylxuk
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s107325185287031545691!2s0x0:0xe9c6a57cb73a0394?hl=en-US,leonardito lopez,https://lh3.googleusercontent.com/a-/AOh14GiXT92dfpS-9W9OCHrQX8HoHowT3sB25L8c1ZizEYs=c0x00000000-cc-rp,2020-04-23T10:14:00Z,5.0,Súper encantador,es,16845333411294479252-1587626099.636,ChIJ6aAgy3740YURlAM6t3ylxuk
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s110601955352962771676!2s0x0:0xe9c6a57cb73a0394?hl=en-US,Blob,https://lh3.googleusercontent.com/a-/AOh14GhSidjcfcjf5EiB5h4WOPAiPhY6YW73UxmbToHqKw=c0x00000000-cc-rp,2020-03-01T09:24:00Z,1.0,Guakala,es,16845333411294479252-1583043875.264,ChIJ6aAgy3740YURlAM6t3ylxuk
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s108297381837229701663!2s0x0:0x6de6186e10a0ee2e?hl=en-US,Francisco Ricardo Garcia Perez,https://lh3.googleusercontent.com/a-/AOh14GjIR2_ekSxwrmNsczLKHIjkEjb4gn0PFrFjDvA_Qw=c0x00000000-cc-rp,2020-02-09T19:17:00Z,5.0,Locamente,es,7919043855782047278-1581265025.879,ChIJ6QlgPHr40YURLu6gEG4Y5m0
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s117087887654288040134!2s0x0:0x6de6186e10a0ee2e?hl=en-US,c0s,https://lh3.googleusercontent.com/a-/AOh14GiY-RFKmgBy3JQv9Jt9OSe_Ha1g2WJU9Bgy_OLRYA=c0x00000000-cc-rp,2020-02-01T04:46:00Z,5.0,Lujoso,es,7919043855782047278-1580521601.329,ChIJ6QlgPHr40YURLu6gEG4Y5m0
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s114602003226946816470!2s0x0:0xf7070fbcd4843c1d?hl=en-US,Michael Santonato,https://lh3.googleusercontent.com/a-/AOh14GiKbhOu1jd6SBsi2CyTlxrOUXSfgnkN1RCvFaWUjg=c0x00000000-cc-rp,2020-10-16T04:54:00Z,5.0,"Wowwwwwww ... ¡una magnífica experiencia aquí en este restaurante!Somos de Canadá y nuestro amigo nos trajo aquí ... ¡Estamos tan agradecidos de que venimos!

Tienen platos increíbles y un servicio realmente superior al promedio.¡Quiero decir que el personal y los servidores fueron excelentes!También nos encantó la comida.

Sucede que llegamos durante el mes de independencia mexicana y el plato de temporada único llamado ""Chile de en Nogada"" (sic) estaba disponible y fue un nocaut!¡Muchas gracias El Cardenal!

Por cierto, la decoración también es fantástica por dentro.Majestuoso y pacífico.Hermoso y encantador para estar.",es,17800213355898879005-1602813253.263,ChIJ7w5HFPj_0YURHTyE1LwPB_c
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s103902532459143019902!2s0x0:0xf7070fbcd4843c1d?hl=en-US,María Zúñiga,https://lh5.googleusercontent.com/-UGfeBgRDSuI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnxhUj4kY3qACMzO06fWrmOjP4cFg/c0x00000000-cc-rp/photo.jpg,2020-10-05T19:57:00Z,5.0,Mm mm mm las conchita !!,es,17800213355898879005-1601917072.511,ChIJ7w5HFPj_0YURHTyE1LwPB_c
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s114602003226946816470!2s0x0:0xf7070fbcd4843c1d?hl=en-US,Michael Santonato,https://lh3.googleusercontent.com/a-/AOh14GiKbhOu1jd6SBsi2CyTlxrOUXSfgnkN1RCvFaWUjg=c0x00000000-cc-rp,2020-10-16T04:54:00Z,5.0,"Wowwwwwww ... ¡una magnífica experiencia aquí en este restaurante!Somos de Canadá y nuestro amigo nos trajo aquí ... ¡Estamos tan agradecidos de que venimos!

Tienen platos increíbles y un servicio realmente superior al promedio.¡Quiero decir que el personal y los servidores fueron excelentes!También nos encantó la comida.

Sucede que llegamos durante el mes de independencia mexicana y el plato de temporada único llamado ""Chile de en Nogada"" (sic) estaba disponible y fue un nocaut!¡Muchas gracias El Cardenal!

Por cierto, la decoración también es fantástica por dentro.Majestuoso y pacífico.Hermoso y encantador para estar.",es,17800213355898879005-1602813253.263,ChIJ7w5HFPj_0YURHTyE1LwPB_c
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s103902532459143019902!2s0x0:0xf7070fbcd4843c1d?hl=en-US,María Zúñiga,https://lh5.googleusercontent.com/-UGfeBgRDSuI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnxhUj4kY3qACMzO06fWrmOjP4cFg/c0x00000000-cc-rp/photo.jpg,2020-10-05T19:57:00Z,5.0,Mm mm mm las conchita !!,es,17800213355898879005-1601917072.511,ChIJ7w5HFPj_0YURHTyE1LwPB_c
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s114602003226946816470!2s0x0:0xf7070fbcd4843c1d?hl=en-US,Michael Santonato,https://lh3.googleusercontent.com/a-/AOh14GiKbhOu1jd6SBsi2CyTlxrOUXSfgnkN1RCvFaWUjg=c0x00000000-cc-rp,2020-10-16T04:54:00Z,5.0,"Wowwwwwww ... ¡una magnífica experiencia aquí en este restaurante!Somos de Canadá y nuestro amigo nos trajo aquí ... ¡Estamos tan agradecidos de que venimos!

Tienen platos increíbles y un servicio realmente superior al promedio.¡Quiero decir que el personal y los servidores fueron excelentes!También nos encantó la comida.

Sucede que llegamos durante el mes de independencia mexicana y el plato de temporada único llamado ""Chile de en Nogada"" (sic) estaba disponible y fue un nocaut!¡Muchas gracias El Cardenal!

Por cierto, la decoración también es fantástica por dentro.Majestuoso y pacífico.Hermoso y encantador para estar.",es,17800213355898879005-1602813253.263,ChIJ7w5HFPj_0YURHTyE1LwPB_c
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s103902532459143019902!2s0x0:0xf7070fbcd4843c1d?hl=en-US,María Zúñiga,https://lh5.googleusercontent.com/-UGfeBgRDSuI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnxhUj4kY3qACMzO06fWrmOjP4cFg/c0x00000000-cc-rp/photo.jpg,2020-10-05T19:57:00Z,5.0,Mm mm mm las conchita !!,es,17800213355898879005-1601917072.511,ChIJ7w5HFPj_0YURHTyE1LwPB_c
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s105679364375684595762!2s0x0:0xdaba51c718192289?hl=en-US,Yu Chen,https://lh3.googleusercontent.com/a-/AOh14Gg1Ad4M-yzIjfNbjJ0YncRt4Fq0pJ9Sa3zCRsSR=c0x00000000-cc-rp,2020-01-25T21:25:00Z,5.0,¡Es la primera vez que probé Tlayuda y me encantó!Lugar ideal para un brunch/ almuerzo de fin de semana.El lugar también está decorado muy acogedor.Eceryone es amable y agradable.¡Recomiendo encarecidamente este resraurante!,es,15760999761481114249-1579976726.284,ChIJ7WAfwbv_0YURiSIZGMdRuto
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s115953012293759599737!2s0x0:0x57f2b3b12bda7c6b?hl=en-US,Juve Lopez,https://lh3.googleusercontent.com/a-/AOh14Ghxh-AlQ57LvKKmnUP-79rydctc3vowuibviBPGqA=c0x00000000-cc-rp,2020-02-16T01:04:00Z,5.0,"Presentación, sabor, costo, servicio.Todo excelente.La cocina mexicana se elevó en un ambiente no pretencioso.Perfecto para reuniones de negocios o una ocasión especial.Definitivamente volvería.El vecindario es un poco incompleto, pero tienen un valet estacionamiento, así que ven con su automóvil.",es,6337325199190031467-1581804297.705,ChIJ9fq-YdH-0YURa3zaK7Gz8lc
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s115004064777409910023!2s0x0:0x57f2b3b12bda7c6b?hl=en-US,Paulo Henrique Souza,https://lh3.googleusercontent.com/a-/AOh14GiNN1P1VuBPHh7qQQoorI8-9f15wLNqpen4SRhFvw=c0x00000000-cc-rp,2020-01-21T20:16:00Z,3.0,"Buen espacio, pero si vas con un grupo más grande, puede esperar una confusión en el servicio.
La comida es buena, nada espectacular.Podría ser más cálido también
Por último, un menú de cerveza muy pobre.",es,6337325199190031467-1579626965.818,ChIJ9fq-YdH-0YURa3zaK7Gz8lc
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s113869065402069825731!2s0x0:0x57f2b3b12bda7c6b?hl=en-US,FM Guez,https://lh4.googleusercontent.com/-KdtzoYo8a6k/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclopNMPsFGF4LUyZxqNf-ijppMsLQ/c0x00000000-cc-rp/photo.jpg,2019-12-31T06:33:00Z,5.0,"La deliciosa comida, bien presentado y el servicio es perfecta.La mejor comida que comí en México.Debe ir a lugar.",es,6337325199190031467-1577763217.406,ChIJ9fq-YdH-0YURa3zaK7Gz8lc
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s109581349814833456320!2s0x0:0x57f2b3b12bda7c6b?hl=en-US,Patty Rose,https://lh6.googleusercontent.com/-REbizNeHyUM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnpFnQRoneElrKWK4feWV7dAiCoNQ/c0x00000000-cc-rp/photo.jpg,2019-12-22T02:27:00Z,5.0,Ambiente muy limpio y acogedor.¡Experiencia alegre!,es,6337325199190031467-1576970821.921,ChIJ9fq-YdH-0YURa3zaK7Gz8lc
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s110789648629830005241!2s0x0:0x57f2b3b12bda7c6b?hl=en-US,Joe Giambalvo,https://lh6.googleusercontent.com/-29SZp3Rel8A/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucl_KpUthKTgGjgPm2JlijtfcNu5qw/c0x00000000-cc-rp/photo.jpg,2019-12-10T18:04:00Z,5.0,"Servicio excelente y sincero de los estudiantes culinarios.Tuvimos el almuerzo de precio fijo, que estaba bellamente preparado y presentado.El equipo de cocina nos proporcionó algo de entretenimiento verbal, ya que el instructor maestro los exhortó periódicamente.El escenario es encantador, y al otro lado de la calle está el edificio hermana donde Sor Juana vivió y compuso la poesía.",es,6337325199190031467-1575990280.007,ChIJ9fq-YdH-0YURa3zaK7Gz8lc
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s114241664035413226568!2s0x0:0x57f2b3b12bda7c6b?hl=en-US,B Granados,https://lh3.googleusercontent.com/a-/AOh14GglHB_JBf7dHFMki_UdYCdxRd3GmzwLOv1NLMtP=c0x00000000-cc-rp,2019-09-26T01:16:00Z,5.0,Increíble comida y servicio.Comida de buena calidad.Es realmente agradable ir a un restaurante y ver a la gente con tanto entusiasmo.Recomiendo encarecidamente que sea una joya escondida.,es,6337325199190031467-1569449816.687,ChIJ9fq-YdH-0YURa3zaK7Gz8lc
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s112870030156753275534!2s0x0:0x57f2b3b12bda7c6b?hl=en-US,Ana St George,https://lh3.googleusercontent.com/a-/AOh14Gg4EKtGkOx46AKYDCQ-0pKACfmGJStXsQbPD-nTB5o=c0x00000000-cc-rp,2019-09-23T17:17:00Z,5.0,Deliciosa comida y aprendí un poco sobre la cocina mexicana del excelente personal.,es,6337325199190031467-1569248222.933,ChIJ9fq-YdH-0YURa3zaK7Gz8lc
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s113784684577855828639!2s0x0:0x57f2b3b12bda7c6b?hl=en-US,Davidson Coronado,https://lh3.googleusercontent.com/a-/AOh14GjKcYeiFd6KJCCb_RgpPJuPE0FGjG7vvOgOlkH4=c0x00000000-cc-rp,2019-09-16T14:48:00Z,5.0,"Vine aquí sin reserva un sábado alrededor de las 4:30 p.m.Afortunadamente no había línea y solo esperamos para recibir una mesa durante unos minutos.El servicio fue excelente, pero mi esposa notó que me estaban tratando un poco raro.Mira, estaba hablando español con ellos y ambos estábamos vestidos informalmente.Nada vulgar o inapropiado, pero solo con camisetas y jeans.¿Quizás vestirse un poco más al venir aquí?De todos modos, la comida era buena y realmente valía la pena.Sentí que los precios eran realmente baratos teniendo en cuenta la calidad de los ingredientes.Para ser honesto, sin embargo, no me enamoré de la comida.¡Tengo que decir que la ensalada de Zefiro es increíble!No soy fanático de la menta, pero esta ensalada tenía suficiente que no la superó.También tuve la sopa Tlalpeño, Carnitas Taco y el pulpo.Pasé alrededor de 530 mx para 4 placas.También trajeron pan de cortesía y un pequeño aperitivo de frijoles.Definitivamente volvería de nuevo para ver su nuevo menú.",es,6337325199190031467-1568634513.084,ChIJ9fq-YdH-0YURa3zaK7Gz8lc
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s117579628165856743928!2s0x0:0x57f2b3b12bda7c6b?hl=en-US,Ghia B.,https://lh4.googleusercontent.com/-on88R5LRwEw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnBd6wRWMmlawjwwRLI4XfeyPrdGw/c0x00000000-cc-rp/photo.jpg,2019-06-22T03:30:00Z,5.0,"Este restaurante es una joya escondida.La comida era deliciosa y el servicio era impecable.Eduardo Ramos, quien se encargó de nuestra mesa, era profesional y atento a los detalles.Explicó en qué consistía cada plato y era paciente respondiendo mis preguntas dado mi español básico.Fue amable y nos dio recomendaciones increíbles para cócteles y comida.Recomiendo este restaurante tanto para calidad, precio como de servicio y gracias Eduardo :)",es,6337325199190031467-1561163438.969,ChIJ9fq-YdH-0YURa3zaK7Gz8lc
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s114663435185650543881!2s0x0:0x57f2b3b12bda7c6b?hl=en-US,Marco Antonio Alfaro Cruz,https://lh3.googleusercontent.com/a-/AOh14GhfqxEpOnkjpjIBysAYtbHCOfbKT1zTsTKeK5lq=c0x00000000-cc-rp,2019-06-06T22:10:00Z,5.0,Súper,es,6337325199190031467-1559848209.569,ChIJ9fq-YdH-0YURa3zaK7Gz8lc
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s116191796527139694342!2s0x0:0x57f2b3b12bda7c6b?hl=en-US,Hannes Schollenberger,https://lh6.googleusercontent.com/-GZeJZe0ATA0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclHZ7Cndxp35yk_9z2LWjegseD6Sw/c0x00000000-cc-rp/photo.jpg,2019-04-28T00:30:00Z,5.0,Una gran experiencia y aún más una vez que nos damos cuenta de que esto es administrado por estudiantes de la universidad.Una verdadera necesidad.Tenía una ensalada de Zefiro y pimienta de peluche.Gran elección.,es,6337325199190031467-1556400656.213,ChIJ9fq-YdH-0YURa3zaK7Gz8lc
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s112009095374466394382!2s0x0:0x57f2b3b12bda7c6b?hl=en-US,Luke Martinson,https://lh3.googleusercontent.com/a-/AOh14Gh7EnhYHl96J8XDMhCXn6KHiwSvURusW13ayiM-nw=c0x00000000-cc-rp,2019-04-09T19:22:00Z,5.0,"¡Soy nuevo en estas cosas españolas, pero fue muy muy bien!Exento, creo que el cocinero puso laxantes en mi comida, porque he estado rociando durante una semana segura.¡Pero definitivamente volvería a comer esto!",es,6337325199190031467-1554826934.987,ChIJ9fq-YdH-0YURa3zaK7Gz8lc
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s116260083681153632282!2s0x0:0x57f2b3b12bda7c6b?hl=en-US,Eric Trip,https://lh5.googleusercontent.com/-HdMMCcoIFec/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnu_8npL6SzM_C_WmxL_Na8nq11Gg/c0x00000000-cc-rp/photo.jpg,2019-02-24T00:09:00Z,5.0,¡Excelente!,es,6337325199190031467-1550956167.777,ChIJ9fq-YdH-0YURa3zaK7Gz8lc
https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s103336821301164909510!2s0x0:0x57f2b3b12bda7c6b?hl=en-US,影像社BCNOCI,https://lh3.googleusercontent.com/a-/AOh14GiecNqfyYD5Jjq01sJgA2LvdpJ2w5GWoh4p3WdN=c0x00000000-cc-rp,2019-02-06T03:56:00Z,5.0,neutral,es,6337325199190031467-1549414604.57,ChIJ9fq-YdH-0YURa3zaK7Gz8lc
